id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime,disney
1736,Property Brothers,2011,0,7.2,0,0,1,0,0
1737,Pro-Semitism with Elon Gold,2011,,,0,0,0,1,0
1738,Puella Magi Madoka Magica,2011,16,8.3,0,1,1,0,0
1739,Really Me!,2011,,5.3,0,1,0,0,0
1740,Restaurant: Impossible,2011,0,6.8,0,0,1,0,0
1741,Revenge,2011,16,7.8,69,0,1,0,0
1742,Robocar Poli,2011,,6.4,0,1,0,0,0
1743,Salvage Hunters,2011,,7.8,0,0,0,1,0
1744,Saving Mrs. Go Bong Shil,2011,,7.5,0,1,0,0,0
1745,Scaredy Squirrel,2011,0,4.1,0,1,0,0,0
1746,Scott & Bailey,2011,7,7.9,0,0,1,0,0
1747,Shameless,2011,18,8.6,85,1,0,0,0
1748,South Beach Classics,2011,,6,0,0,0,1,0
1749,Soviet Storm: WWII in the East,2011,7,,0,0,0,1,0
1750,Spy,2011,7,7.9,100,0,1,0,0
1751,Steins;Gate,2011,16,8.8,100,0,1,0,0
1752,Stick with Mick,2011,,,0,0,1,0,0
1753,Strictly Sexual The Series,2011,18,6.6,0,0,0,1,0
1754,Suits,2011,16,8.5,90,0,0,1,0
1755,Sweet Dreams,2011,,,0,0,0,1,0
1756,Tanked,2011,7,6.6,0,0,1,0,0
1757,Tanlines,2011,,,0,0,0,1,0
1758,Taste of the Country,2011,,,0,1,0,0,0
1759,Tea Time with Tayla,2011,,,0,0,0,1,0
1760,Tech Toys 360,2011,,8.3,0,1,0,0,0
1761,Teen Mom 2,2011,7,4.3,0,0,0,1,0
1762,Teen Wolf,2011,16,7.6,81,0,0,1,0
1763,Teens React,2011,,5.6,0,0,0,1,0
1764,The Amazing World of Gumball,2011,7,8.2,0,0,1,0,0
1765,The Bear Family and Me,2011,,8.2,0,1,0,0,0
1766,The Boat,2011,0,7.3,0,1,0,0,0
1767,The Bomb Squad,2011,,7.6,0,1,0,0,0
1768,The Borgias,2011,18,7.9,85,1,0,0,0
1769,The Bridge,2011,18,8.6,0,0,1,0,0
1770,The Chew,2011,7,5.2,0,0,1,0,0
1771,The Code,2011,,7.4,100,1,0,0,0
1772,The Color of a Woman,2011,,,0,1,0,0,0
1773,The Contract Terms,2011,,,0,0,0,1,0
1774,The Crack!,2011,,,0,0,0,1,0
1775,The Dead Files,2011,7,6.8,0,0,1,0,0
1776,The Drunk and On Drugs Happy Funtime Hour,2011,,5.1,0,1,0,0,0
1777,The Fabric of the Cosmos,2011,,8.7,0,0,0,1,0
1778,The Fades,2011,18,7.8,0,0,1,0,0
1779,The Field of Blood,2011,18,7.3,0,0,0,1,0
1780,The Future Diary,2011,18,7.6,0,0,1,0,0
1781,The Garden of Heaven,2011,16,8,0,1,0,0,0
1782,The Greatest Love,2011,16,7.9,0,0,0,1,0
1783,The Incredible Dr. Pol,2011,7,8.6,0,0,1,0,1
1784,The Kennedys,2011,18,7.6,0,0,1,0,0
1785,The Killing,2011,18,8.2,69,0,1,0,0
1786,The Motorbike Show,2011,,8.4,0,1,0,0,0
1787,The Quon Dynasty,2011,,6.1,0,1,0,0,0
1788,The Real Housewives of Miami,2011,16,2.9,0,0,1,0,0
1789,The Sparticle Mystery,2011,7,7,0,1,0,0,0
1790,The Story Of British Pathé,2011,,,0,0,0,1,0
1791,The Story of Film: An Odyssey,2011,,8.5,0,0,1,0,0
1792,The Vigilantes in Masks,2011,16,7.8,0,0,0,1,0
1793,The Voice,2011,7,6.5,0,0,1,0,0
1794,Threesome,2011,18,7.6,0,0,1,0,0
1795,THURSTON-The Western Web Series,2011,,6,0,0,0,1,0
1796,Tiger & Bunny,2011,16,7.4,0,0,1,0,0
1797,Too Cute,2011,7,8.5,0,0,1,0,0
1798,Top Boy,2011,18,8.4,95,1,0,0,0
1799,Toriko,2011,7,7.3,0,0,1,0,0
1800,Treasure Houses of Britain,2011,,,0,0,0,1,0
1801,Tulli,2011,,6.1,0,0,1,0,0
1802,UglyFaceOfBeauty,2011,,,0,1,0,0,0
1803,Undercover,2011,7,8.9,0,0,0,1,0
1804,Uta no Prince-sama,2011,,6.5,0,0,1,0,0
1805,Van Der Week,2011,,,0,0,0,1,0
1806,Vietnam in HD,2011,,8.3,0,0,0,1,0
1807,Way Back into Love,2011,,7,0,1,0,0,0
1808,West Coast Customs,2011,,6.1,0,1,0,1,0
1809,Whisker Wars,2011,,5.4,0,1,0,0,0
1810,Who's The One,2011,,7.4,0,1,0,0,0
1811,Wild Boys,2011,7,7,0,0,0,1,0
1812,Wild Kratts,2011,0,7.7,0,0,0,1,0
1813,Wilfred,2011,18,7.8,83,0,1,0,0
1814,Workaholics,2011,18,8.1,86,0,1,1,0
1815,World War II The Last Heroes,2011,,8.5,0,0,0,1,0
1816,Worricker,2011,,8.9,0,0,0,1,0
1817,Yu-Gi-Oh! Zexal,2011,7,4.8,0,1,1,1,0
1818,Zig and Sharko,2011,0,6.8,0,1,0,0,0
1819,2111,2012,,,0,0,1,0,0
1820,999: What's Your Emergency?,2012,,7,0,0,0,1,0
1821,A Touch of Cloth,2012,16,8,0,0,0,1,0
1822,Abandoned,2012,,,0,0,1,0,0
1823,Accel World,2012,16,7.2,0,0,1,0,0
1824,恋と選挙とチョコレート,2012,18,7.2,0,0,1,0,0
1825,Aesthetica of a Rogue Hero,2012,18,7.2,0,0,1,0,0
1826,Afghanistan: The Great Game,2012,,7.6,0,1,0,0,0
1827,Alien Deep with Bob Ballard,2012,,6.7,0,1,0,0,0
1828,Alien Encounters,2012,7,6.2,0,0,1,0,0
1829,All Your History Are Belong To Us,2012,,,0,0,0,1,0
1830,Amazing Underground Secrets,2012,,,0,0,0,1,0
1831,America Revealed,2012,,8,0,0,0,1,0
1832,American Greed: The Fugitives,2012,,8,0,0,1,0,0
1833,America's Book of Secrets,2012,7,7,0,1,1,1,0
1834,Amish Mafia,2012,16,3,0,0,0,1,0
1835,An Egg's Guide to Minecraft,2012,,,0,0,0,1,0
1836,An Innocent Mistake,2012,,,0,1,0,0,0
1837,Animal Airport,2012,,7.9,0,1,0,0,0
1838,Around the Next Bend,2012,,,0,0,0,1,0
1839,Arrow,2012,16,7.6,85,1,0,0,0
1840,Asia's Underworld,2012,,,0,0,1,1,0
1841,Avoiding Apocalypse,2012,,5.6,0,0,0,1,0
1842,Baby Daddy,2012,16,7.3,0,0,1,0,0
1843,Bad Education,2012,16,7.4,0,1,0,0,0
1844,Bake with Anna Olson,2012,0,7,0,0,0,1,0
1845,Barbie: Life in the Dreamhouse,2012,0,7.3,0,1,0,0,0
1846,Barter Kings,2012,7,5,0,0,0,1,0
1847,Battle Castle,2012,,7.8,0,0,0,1,0
1848,Battleground,2012,,7.9,73,0,1,0,0
1849,Beauty and the Beast,2012,16,7,51,1,0,1,0
1850,Because of an Earlier Incident,2012,,,0,0,1,0,0
1851,Ben 10: Omniverse,2012,7,5.7,0,0,1,0,0
1852,Bering Sea Gold,2012,0,6.6,0,0,1,0,0
1853,Best of Ellen's Scares,2012,,,0,0,0,1,0
1854,Big Block SingSong,2012,0,,0,0,1,0,0
1855,Bindi's Bootcamp,2012,,6.2,0,1,0,0,0
1856,Birth of Europe,2012,0,7.1,0,0,0,0,1
1857,Blast of Tempest,2012,16,7.6,0,0,1,0,0
1858,Brave 10,2012,7,6.6,0,0,1,0,0
1859,Breaking Amish,2012,,5,0,0,1,0,0
1860,Brickleberry,2012,18,7.4,0,0,1,0,0
1861,Bubbles Of Fun With Bloop And Loop,2012,,,0,0,0,1,0
1862,Bunheads,2012,16,7.6,100,0,1,0,0
1863,Buy Herself,2012,,6.2,0,1,0,0,0
1864,Call the Midwife,2012,7,8.4,89,1,0,0,0
1865,Can We Get Married?,2012,,6.7,0,1,0,0,0
1866,Canciones infantiles,2012,,,0,0,1,0,0
1867,Care Bears: Welcome to Care-a-Lot,2012,0,5.4,0,1,0,0,0
1868,Castlevania: Hymn of Blood,2012,18,7.8,0,1,0,0,0
1869,Catfish: The TV Show,2012,16,7.1,0,0,1,0,0
1870,Chicago Fire,2012,16,7.9,0,0,1,0,0
1871,Chiquis N'Control,2012,,7.4,0,0,1,0,0
1872,Claimed and Shamed,2012,,5.7,0,0,0,1,0
1873,Cloroformo,2012,,7.5,0,1,0,0,0
1874,Comedians in Cars Getting Coffee,2012,16,8.1,0,1,0,0,0
1875,Comedy Bang! Bang!,2012,16,7.5,0,1,0,0,0
1876,Continuum,2012,,6.5,0,0,0,1,0
1877,Cosmic Kids Yoga Adventures,2012,,,0,0,0,1,0
1878,Crash & Bernstein,2012,0,4.8,0,0,0,0,1
1879,Cuckoo,2012,16,7.3,0,1,0,0,0
1880,Culture in Decline,2012,,8.4,0,0,0,1,0
1881,Cut the Rope - Om Nom Stories,2012,,,0,0,0,1,0
1882,Dance Moms: Miami,2012,16,4,0,0,0,1,0
1883,Daniel Tiger's Neighborhood,2012,0,7.4,0,0,0,1,0
1884,Dead Boss,2012,,6.6,0,0,1,0,0
1885,Death Unexplained,2012,,6.9,0,0,0,1,0
1886,Desperate Love,2012,,,0,0,0,1,0
1887,Dibo the Gift Dragon,2012,,,0,0,0,1,0
1888,Disney Insider,2012,,,0,0,0,0,1
1889,Doc McStuffins,2012,0,6.7,0,0,1,0,1
1890,Dog with a Blog,2012,0,4.8,0,0,1,0,0
1891,Don't Trust the B---- in Apartment 23,2012,16,7.3,85,0,1,0,0
1892,EastSiders,2012,18,6.8,0,1,0,0,0
1893,El Reemplazante,2012,16,8.4,0,1,0,0,0
1894,Elders React,2012,,5.8,0,0,0,1,0
1895,Elementary,2012,16,7.9,95,0,1,0,0
1896,Empresses In The Palace,2012,7,8.4,0,0,0,1,0
1897,End of the Big Cats,2012,,,0,0,0,1,0
1898,Endeavour,2012,16,8.6,86,0,0,1,0
1899,Engineering Giants,2012,,8.4,0,0,0,1,0
1900,Especiales de Historia de México,2012,,,0,0,1,0,0
1901,Extreme Homes,2012,0,7,0,0,1,0,0
1902,Eyewitness Weather Disasters,2012,,,0,0,0,1,0
1903,Fast Food Mania,2012,7,7.7,0,0,0,1,0
1904,Fast N' Loud,2012,16,7.5,0,0,1,0,0
1905,Flea Market Flip,2012,0,6.6,0,0,1,0,0
1906,Flint,2012,,,0,0,0,1,0
1907,For & Against,2012,,,0,0,1,0,0
1908,Frenemies with Eliza Coupe,2012,,,0,0,0,1,0
1909,Frequency,2012,,,0,0,0,1,0
1910,Fresh Off the Boat,2012,16,7.9,0,0,1,0,0
1911,Freud`s Method,2012,,,0,0,0,1,0
1912,Fugget About It,2012,18,5.8,0,0,1,0,0
1913,Game Changers,2012,,,0,0,0,1,0
1914,Gator Boys,2012,,7,0,0,0,1,0
1915,Gen H,2012,,,0,0,1,0,0
1916,Genius of Nature,2012,,,0,0,0,1,0
1917,Ghost Town Gold,2012,,7,0,1,0,0,0
1918,Girls,2012,18,7.3,89,0,0,1,0
1919,Girls und Panzer,2012,16,7.5,0,1,1,0,0
1920,Glitter Force,2012,,6.5,0,1,0,0,0
1921,Goodbye Dear Wife,2012,,6.5,0,1,0,0,0
1922,Gordon Behind Bars,2012,,7.5,0,0,0,1,0
1923,Gordon Ramsay's Ultimate Cookery Course,2012,,8.4,0,0,0,1,0
1924,Gravity Falls,2012,7,8.9,100,0,1,0,1
1925,Great World Hotels,2012,,3.2,0,1,0,0,0
1926,Hidden Singer,2012,,6.2,0,1,0,0,0
1927,High School DxD,2012,18,7.6,0,0,1,0,0
1928,Highway Thru Hell,2012,7,8.1,0,1,0,0,0
1929,Homefront,2012,16,6.4,0,0,0,1,0
1930,Hot Package,2012,18,6.6,0,0,1,0,0
1931,Hotel Impossible,2012,7,7.8,0,0,0,1,0
1932,House Hazards,2012,,,0,0,0,1,0
1933,House Hunters Renovation,2012,0,6.4,0,0,1,0,0
1934,House of Lies,2012,18,7.4,77,0,0,1,0
1935,Hunderby,2012,16,7.4,0,0,1,0,0
1936,Hunted,2012,18,6.6,76,0,0,1,0
1937,Immortal Classic,2012,16,,0,1,0,0,0
1938,In Between,2012,,,0,1,0,0,0
1939,Inked in Erie,2012,,,0,0,0,1,0
1940,Instruments of Death,2012,,8.3,0,0,0,1,0
1941,Isabel,2012,7,8.3,0,0,0,1,0
1942,Jamie and Jimmy's Food Fight Club,2012,,6.9,0,1,0,0,0
1943,Jesse James Austin Speed Shop,2012,,,0,0,0,1,0
1944,Joe and Jack,2012,0,4.9,0,0,1,0,0
1945,JoJo's Bizarre Adventure,2012,18,8.4,0,1,1,0,0
1946,Just For Laughs Gags,2012,,,0,0,0,1,0
1947,K2: The Italian Mountain,2012,,,0,0,0,1,0
1948,Kamisama Kiss,2012,7,8.1,0,0,1,0,0
1949,Kendra on Top,2012,7,3.8,0,0,1,0,0
1950,Key & Peele,2012,18,8.3,97,0,1,0,0
1951,Kingdom,2012,16,8,0,0,1,0,0
1952,K-Pop Extreme Survival,2012,,,0,1,0,0,0
1953,K-Project,2012,18,7.2,0,1,0,0,0
1954,L.A. Hair,2012,16,6.2,0,0,1,0,0
1955,Lab Rats,2012,7,6.6,0,1,0,0,1
1956,Last Tango in Halifax,2012,16,8.3,98,1,0,0,0
1957,Legend of Chu and Han,2012,,,0,1,0,0,0
1958,LEGO Friends,2012,0,5.2,0,1,1,1,0
1959,LEGO Ninjago: Masters of Spinjitzu,2012,0,6.8,0,1,0,1,0
1960,Life and Fate,2012,,,0,0,0,1,0
1961,Lilyhammer,2012,18,8,65,1,0,0,0
1962,Line of Duty,2012,18,8.6,97,0,1,0,0
1963,Littlest Pet Shop,2012,0,6.1,0,1,0,0,0
1964,Lo Que Callamos Las Mujeres,2012,,,0,0,1,0,0
1965,Longmire,2012,16,8.3,88,1,0,0,0
1966,Love Me Or Leave Me,2012,,5.6,0,1,0,0,0
1967,Love Rain,2012,7,7.7,0,1,0,0,0
1968,"Love, Chunibyo & Other Delusions",2012,16,7.4,0,1,1,0,0
1969,Luck,2012,18,7.5,0,0,0,1,0
1970,Magi,2012,16,7.9,0,1,1,0,0
1971,Mankind: The Story of All of Us,2012,7,7.7,0,0,0,1,0
1972,Marvel's Ultimate Spider-Man,2012,7,7.1,0,0,0,0,1
1973,Master Lin in Seoul,2012,,,0,0,0,1,0
1974,MeatEater,2012,,7.9,0,1,0,0,0
1975,Meet the Romans with Mary Beard,2012,,7.9,0,0,0,1,0
1976,MegaTruckers,2012,,6.9,0,1,0,0,0
1977,Mia and Me,2012,0,6.6,0,1,0,0,0
1978,Miss Rose,2012,0,6,0,1,0,0,0
1979,Mister French Taste,2012,,,0,0,0,1,0
1980,Mob Squad,2012,,,0,0,0,1,0
1981,Monster Math Squad,2012,,5,0,1,0,0,0
1982,Moon Embracing the Sun,2012,7,8,0,0,0,1,0
1983,Moone Boy,2012,16,8.1,0,0,1,0,0
1984,Mountain Men,2012,7,7.3,0,0,1,0,0
1985,Mr. D,2012,,6.5,0,0,1,0,0
1986,Mu Guiying Takes Command,2012,,,0,0,0,1,0
1987,Murder Files,2012,,,0,1,0,0,0
1988,My 600-lb Life,2012,16,6.6,0,0,1,0,0
1989,My Tattoo Addiction,2012,,4.3,0,1,0,0,0
1990,Napoleon Dynamite,2012,7,6.4,25,0,1,0,0
1991,NASA X,2012,,,0,0,1,0,0
1992,NASA's Unexplained Files,2012,0,6.7,0,0,1,0,0
1993,Nashville,2012,7,7.7,90,0,1,0,0
1994,Nature's Weirdest Events,2012,0,6.8,0,1,0,0,0
1995,Oliver Stone's Untold History of the United States,2012,0,8.6,0,1,0,0,0
1996,On Death Row,2012,7,8,0,0,0,1,0
1997,Operation Proposal,2012,,6.6,0,1,0,0,0
1998,Our American Family,2012,,,0,0,0,1,0
1999,Outback Truckers,2012,,7.5,0,1,0,0,0
2000,"Pablo Escobar, The Drug Lord",2012,18,8.5,0,1,0,0,0
2001,Panda and Hedgehog,2012,,6.1,0,1,0,0,0
2002,Pandora's Box,2012,16,8.5,0,0,0,1,0
2003,Parade's End,2012,18,7.6,0,0,0,1,0
2004,Parents,2012,16,5.8,0,0,0,1,0
2005,Place to Place,2012,7,6.6,0,0,1,0,0
2006,Pop Trigger,2012,,,0,0,1,0,0
2007,Pramface,2012,16,7.6,0,0,1,0,0
2008,Primeval: New World,2012,16,6.5,0,0,1,0,0
2009,Project Runway All Stars,2012,7,7,0,0,1,0,0
2010,Property Brothers: Buying and Selling,2012,0,7.1,0,0,1,0,0
2011,Psycho-Pass,2012,16,8.2,0,0,1,1,0
2012,Puertas al Mas Alla,2012,,,0,0,1,0,0
2013,Qumi-Qumi,2012,,8,0,0,0,1,0
2014,Rainbow Horse,2012,,,0,0,0,1,0
2015,Randy Cunningham: 9th Grade Ninja,2012,7,6.6,0,0,0,0,1
2016,Real Humans,2012,16,7.9,0,0,1,0,0
2017,Redfern Now,2012,,8,0,1,0,0,0
2018,Reply 1997,2012,,8.2,0,1,0,0,0
2019,Ripper Street,2012,18,8.1,100,1,0,0,0
2020,Rita,2012,16,8.1,0,1,0,0,0
2021,Rome,2012,,5.7,0,0,0,1,0
2022,Room to Improve,2012,,,0,0,0,1,0
2023,Rosa Diamante,2012,,8.3,0,0,1,0,0
2024,Rubi,2012,,,0,0,0,1,0
2025,Runaways,2012,16,7.8,0,0,1,0,0
2026,RuPaul's Drag Race All Stars,2012,16,8.6,70,0,1,0,0
2027,Saving Hope,2012,16,7.5,0,0,1,0,0
2028,Saving the Ocean with Carl Safina,2012,,,0,0,0,1,0
2029,"Say ""I love you.""",2012,16,7.4,0,0,1,0,0
2030,Scam City,2012,,8,0,1,0,0,0
2031,Scandal,2012,16,7.7,93,1,0,0,0
2032,Scorned: Love Kills,2012,16,6.8,0,0,1,1,0
2033,Sea Rescue,2012,0,8.8,0,0,1,1,0
2034,Shakespeare Uncovered,2012,,8.5,0,0,0,1,0
2035,Shakespeare: The King's Man,2012,,7,0,0,0,1,0
2036,She's Living for This,2012,,5.1,0,0,1,0,0
2037,Slugterra,2012,7,6.3,0,1,0,0,0
2038,Some Girls,2012,16,7.6,0,0,1,0,0
2039,Songs & Rhymes,2012,,,0,0,1,0,0
2040,Space Brothers,2012,16,8.1,0,0,1,0,0
2041,Special Forces,2012,,9,0,0,1,0,0
2042,Spoilers,2012,,6.8,0,0,1,0,0
2043,Spring 1986 TV Line-Up,2012,,,0,0,0,1,0
2044,Surveillance Oz,2012,,,0,1,0,0,0
2045,Switch,2012,,6.7,0,0,0,1,0
2046,Sword Art Online,2012,16,7.6,0,1,1,0,0
2047,Teenage Mutant Ninja Turtles,2012,7,7.8,0,0,1,0,0
2048,"Tengo Talento, Mucho Talento",2012,,,0,0,1,0,0
2049,The Ambition of Oda Nobuna,2012,16,6.5,0,0,1,0,0
2050,The Bomber: Behind Nazi Lines,2012,,,0,0,0,1,0
2051,The Dark Charisma of Adolf Hitler,2012,,7.3,0,1,0,0,0
2052,The Dust Bowl,2012,7,8.2,0,0,0,1,0
2053,The End,2012,,7.4,0,1,0,0,0
2054,The Eric Andre Show,2012,18,8.6,0,0,1,0,0
2055,The Fear,2012,,,0,1,0,0,0
2056,The Firm,2012,16,7,39,0,1,0,0
2057,The Golden Age of Toy Trains,2012,,,0,0,0,1,0
2058,The Golden Path,2012,,,0,1,0,0,0
2059,The Great Escape,2012,,5.8,0,1,0,0,0
2060,The Happy Family Show,2012,,,0,0,0,1,0
2061,The High Fructose Adventures of Annoying Orange,2012,7,2,0,0,1,1,0
2062,The King 2 Hearts,2012,7,7.8,0,0,0,1,0
2063,The Korean War,2012,,,0,0,0,1,0
2064,The Men Who Built America,2012,7,8.6,0,0,0,1,0
2065,The Mind of a Chef,2012,7,8,0,1,0,0,0
2066,The Mindy Project,2012,16,7.4,86,0,1,0,0
2067,The Newsroom,2012,16,8.6,59,0,0,1,0
2068,The Notekins,2012,,,0,0,0,1,0
2069,The Pitch,2012,,7,0,0,0,1,0
2070,The R.I.P. Files,2012,,7.6,0,0,0,1,0
2071,The Secret of Crickley Hall,2012,,6.9,0,0,1,0,0
2072,The Sheriffs are Coming,2012,0,6.8,0,0,0,1,0
2073,The Straits,2012,,7.4,0,0,0,1,0
2074,The Strange Calls,2012,18,7.4,0,0,1,0,0
2075,The Ultimate Civil War Series: 150th Anniversary Edition,2012,,7.7,0,0,0,1,0
2076,The Ultimatum,2012,,,0,1,0,0,0
2077,The Video Game Years,2012,,8.2,0,0,0,1,0
2078,The Weight of the Nation for Kids,2012,,,0,0,0,1,0
2079,The White Guard,2012,,6.2,0,0,0,1,0
2080,Thelma's Gypsy Girls,2012,,6.4,0,0,0,1,0
2081,Titanic,2012,16,6,38,0,0,1,0
2082,Titanic: Blood and Steel,2012,16,7.3,0,0,0,1,0
2083,To Catch a Smuggler,2012,7,6.8,0,0,1,0,0
2084,To LOVEる -とらぶる- ダークネス2nd,2012,16,7.1,0,0,1,0,0
2085,Too Young to Die,2012,,7.2,0,1,0,0,0
2086,Tornado Chasers,2012,,8,0,0,0,1,0
2087,Touch,2012,7,7.4,68,0,1,0,0
2088,Transformers: Rescue Bots,2012,7,6.5,0,1,0,0,0
2089,Tree Fu Tom,2012,0,5.2,0,0,1,0,0
2090,Tricky Business,2012,,6.2,0,0,0,1,0
2091,Tricky Tracks,2012,,,0,0,1,0,0
2092,TRON: Uprising,2012,7,8.2,0,0,0,0,1
2093,Truth,2012,,,0,1,0,0,0
2094,Unlikely Animal Friends,2012,,7.7,0,0,0,0,1
2095,Unriddle,2012,,7.6,0,1,0,0,0
2096,Unsealed: Alien Files,2012,,6.6,0,0,0,1,0
2097,Unsealed: Conspiracy Files,2012,,6.2,0,0,0,1,0
2098,Vecinos,2012,,,0,1,0,0,0
2099,Veep,2012,18,8.3,93,0,0,1,0
2100,Ventaneando,2012,,,0,0,1,0,0
2101,Violetta,2012,0,5.2,0,0,0,0,1
2102,Voyage of the Continents,2012,,,0,0,0,1,0
2103,Vroomiz,2012,,4.9,0,1,0,1,0
2104,Walter and Dude,2012,,,0,0,1,0,0
2105,What is Love,2012,,7,0,1,0,0,0
2106,Wicked Tuna,2012,16,6.6,0,0,0,0,1
2107,Wildest Arctic,2012,,8.4,0,0,0,1,0
2108,Wildest India,2012,,8.1,0,0,0,1,0
2109,Wildest Islands,2012,,8.1,0,1,0,1,0
2110,Wildest Latin America,2012,,,0,0,0,1,0
2111,Witness,2012,,7.9,0,0,0,1,0
2112,Wives with Knives,2012,16,6.6,0,0,1,0,0
2113,Wizards vs Aliens,2012,7,6.5,0,1,0,0,0
2114,WWE En Español,2012,7,8.1,0,0,1,0,0
2115,WWE Main Event,2012,7,6.5,0,0,1,0,0
2116,XH Derbez,2012,,,0,1,0,0,0
2117,YooHoo & Friends (US),2012,0,6.1,0,1,0,0,0
2118,Yours Fatefully,2012,,6.5,0,1,0,0,0
2119,YouTubers React,2012,,5,0,0,0,1,0
2120,"YTF: Yesterday, Today, Forever",2012,,,0,0,0,1,0
2121,Zindagi Gulzar Hai,2012,,9,0,1,0,0,0
2122,Zou,2012,,7.1,0,0,1,0,0
2123,10 Essentials,2013,,,0,0,1,0,0
2124,20 Minutes,2013,,6.8,0,1,0,0,0
2125,72 Hours,2013,16,5.8,0,0,0,1,0
2126,A Crime to Remember,2013,16,8.3,0,0,1,0,0
2127,A Desert Between Us and Them,2013,,7.5,0,0,0,1,0
2128,Africa,2013,0,9,0,1,0,0,0
2129,Alisa Knows What To Do!,2013,,,0,0,0,1,0
2130,Alpha House,2013,16,7.5,79,0,0,1,0
2131,America's Monsters,2013,,,0,0,0,1,0
2132,"Amethyst, Princess of Gemworld",2013,,7.3,0,0,0,1,0
2133,Angry Birds Toons,2013,0,6.2,0,1,0,0,0
2134,Armed Love,2013,,,0,0,0,1,0
2135,Atlantis,2013,7,6.6,62,0,1,0,0
2136,Attack on Titan,2013,16,8.8,94,1,1,0,0
2137,Awesome Animals,2013,,,0,0,0,0,1
2138,AwesomenessTV,2013,7,2.4,0,0,1,0,0
2139,Axe Cop,2013,18,7.4,70,0,1,0,0
2140,Backroads USA,2013,,7.4,0,0,0,1,0
2141,Bad Trips Abroad,2013,,5.1,0,1,0,0,0
2142,Banshee,2013,18,8.4,89,0,0,1,0
2143,Bates Motel,2013,18,8.2,93,1,0,0,0
2144,Beachfront Bargain Hunt,2013,0,6.7,0,0,1,0,0
2145,Behind the Mask,2013,,7.2,0,0,1,0,0
2146,Bel Ami,2013,,6.3,0,1,0,0,0
2147,Ben Earl: Trick Artist,2013,,5.8,0,0,0,1,0
2148,Besties,2013,,,0,0,0,1,0
2149,Betas,2013,18,7,85,0,0,1,0
2150,Beware the Batman,2013,7,7.3,82,0,0,1,0
2151,Beyond the Boundary,2013,16,7.3,0,0,1,0,0
2152,Blood Lad,2013,16,7.1,0,0,1,0,0
2153,Bluestone 42,2013,16,8,0,0,1,0,0
2154,Boundless,2013,,8.6,0,0,0,1,0
2155,Breakfast with Bevan,2013,,,0,0,0,1,0
2156,Broadchurch,2013,18,8.4,92,1,0,0,0
2157,Broken Angel,2013,7,7.1,0,0,1,0,0
2158,Brooklyn Nine-Nine,2013,16,8.4,97,0,1,0,0
2159,Brothers Conflict,2013,16,6.1,0,0,1,0,0
2160,Car Collectors,2013,,,0,0,0,1,0
2161,Car S.O.S.,2013,,8.1,0,0,0,0,1
2162,Catherine,2013,,7.1,0,0,0,1,0
2163,Caught On Camera (UK),2013,,,0,1,0,0,0
2164,Cedar Cove,2013,7,6.8,0,1,0,0,0
2165,Ch:os:en,2013,,7.4,0,1,0,0,0
2166,Cold Justice,2013,16,7.9,80,1,0,0,0
2167,Commandos,2013,,6.6,0,1,0,0,0
2168,Compete to Eat,2013,,4.7,0,1,0,0,0
2169,Constitution USA with Peter Sagal,2013,,,0,0,0,1,0
2170,Coppelion,2013,16,6.1,0,0,1,0,0
2171,Corvette Nation,2013,7,,0,1,0,1,0
2172,Crackanory,2013,,7,0,0,0,1,0
2173,Crazy TV Pranks. Funny Surprises,2013,,,0,0,0,1,0
2174,Creative Galaxy,2013,0,4.9,0,0,0,1,0
2175,Crime Shock: Asia Exposed,2013,,,0,0,1,0,0
2176,Crimes of the Century,2013,,7.2,0,0,1,0,0
2177,Crossing Lines,2013,16,7.3,0,1,0,0,0
2178,Cutthroat Kitchen,2013,0,7.2,0,0,1,0,0
2179,Dama y Obrero,2013,,7.7,0,0,1,0,0
2180,Danganronpa: The Animation,2013,18,6.9,0,0,1,0,0
2181,Dangerous Waters,2013,,6.8,0,0,0,1,0
2182,Date a Live,2013,18,7,0,0,1,0,0
2183,Dates,2013,,7.5,88,0,1,0,0
2184,David Attenborough's Natural Curiosities,2013,7,8.5,0,1,0,0,0
2185,Day Zero,2013,,7,0,0,0,1,0
2186,Deadly Wives,2013,,8.2,0,0,1,0,0
2187,Defiance,2013,18,7,77,0,0,1,0
2188,Delinquent Hamsters,2013,,,0,0,0,1,0
2189,Derek,2013,16,8,68,1,0,0,0
2190,Devious Maids,2013,7,7.8,0,0,1,0,0
2191,Diabolik Lovers,2013,16,5.3,0,0,1,0,0
2192,Dick Clark's Primetime New Year's Rockin' Eve,2013,,,0,0,1,0,0
2193,Dirt Every Day,2013,,8.2,0,1,0,0,0
2194,Don't Call Me Crazy,2013,,7.5,0,1,0,0,0
2195,Drifters,2013,18,7.7,0,0,0,1,0
2196,Drunk History,2013,16,7.8,0,0,1,0,0
2197,East Los High,2013,16,7,0,0,1,0,0
2198,Ella the Elephant,2013,,,0,1,0,0,0
2199,Empress Ki,2013,0,7.7,0,0,0,1,0
2200,Ever After High,2013,0,8,0,1,0,0,0
2201,Extreme Animal Obsessions,2013,,5,0,1,0,0,0
2202,Family Travel with Colleen Kelly,2013,,7.8,0,0,0,1,0
2203,Family Tree,2013,18,7.4,81,0,0,1,0
2204,Father Brown,2013,7,7.7,0,1,0,0,0
